Наслов,Опис,Категорија,Автор,Издавач,Година,Страници,Цена,Извор
Mirrorland,"DARK AND DEVIOUS' Stephen King 'UTTERLY ENGROSSING' Daily Mail 'TWISTY AND RICHLY ATMOSPHERIC' Ruth Ware 'TIGHTLY PLOTTED AND UTTERLY GRIPPING' Sarah Pinborough 'A HAUNTING THRILLER' Women's Weekly 'TOTALLY ABSORBING' T.M. Logan 'AN UNSETTLING, LABYRINTHIN","Crime & Thriller , Thriller",Carole Johnstone,HarperCollins Publishers,2022.0,432.0,699 Денари,akademska kniga
Lucky,"I devoured it.' Erin Kelly 'An exhilarating voice' Adele Parks 'Unbelievably tense and twisty.' Laura Marshall Lucky Rachel Edwards The more she wins, the more she loses... 'Absorbing, unsettling, unflinching. I've been thinking about it for days and I'll","Crime & Thriller , Thriller",Rachel Edwards,HarperCollins Publishers,2022.0,320.0,699 Денари,akademska kniga
Magpie,"Completely, terrifyingly BRILLIANT' Marian Keyes, author of Grown Ups 'I didn't want it to end' Lisa Taddeo, author of Three Women and Animal 'Magnificent: I read it in one sitting' Kate Mosse, author of The City of Tears When Marisa meets Jake, everything","Crime & Thriller , Thriller",Elizabeth Day,HarperCollins Publishers,2022.0,336.0,699 Денари,akademska kniga
Her Last Holiday,"From the Sunday Times and Richard & Judy Book Club bestselling author, comes a thrilling, suspenseful tale that will leave you breathless. 'An absolute belter of a novel' ELIZABETH HAYNES 'A sensational novel!' GILLIAN MCALLISTER You come to Soul Shrink to","Crime & Thriller , Thriller",C.L. Taylor,HarperCollins Publishers,2022.0,400.0,699 Денари,akademska kniga
The Whisper House : A Rose Gifford Book,"The incredible new novel from C.S. Green - featuring Detective Rose Gifford Something terrible happened in that house... 'An enthralling, multi-layered crime novel that fans of Peter James and Lisa Jewell will adore' MARK EDWARDS 'This dark and tightly plo","Crime & Thriller , Thriller",C S Green,HarperCollins Publishers,2022.0,288.0,1.099 Денари,akademska kniga
The Guilty Couple,"Wow. Addictive. And what an ending!' - Sunday Times bestselling author Claire Douglas 'A red-hot, non-stop rollercoaster of a book' - Sunday Times bestselling author Lisa Jewell What would you do if your husband framed you for murder? Five years ago, Olivi","Crime & Thriller , Thriller",C.L. Taylor,HarperCollins Publishers,2022.0,352.0,999 Денари,akademska kniga
Femlandia,"The gripping new thriller from the bestselling author of VOX and Q 'A compelling, fast paced read.' Guardian 'The queen of dystopia' Nina Pottell, Prima 'Explosive' Heat 'Provocative, sinister, and fascinating' Stephanie Wrobel, Sunday Times bestselling au","Crime & Thriller , Thriller",Christina Dalcher,HarperCollins Publishers,2022.0,336.0,699 Денари,akademska kniga
Other Parents,"They all have opinions. They all have secrets. 'Both funny and engaging while tackling some serious stuff' Jane Fallon 'Deft, wry and perceptive, this drama targets class and modern parenting' Daily Mail 'Set to be one of the most talked-about books of 202","Crime & Thriller , Thriller",Sarah Stovell,HarperCollins Publishers,2022.0,400.0,699 Денари,akademska kniga
Trapped,"An incredible new thriller you won't want to put down! A shocking murder... It's a case unlike anything detective Mina Dabiri has seen before. A woman trapped inside a magician's box, with swords pierced through. But this time, it's not a magic trick. It's","Crime & Thriller , Thriller",Camilla L?ckberg,HarperCollins Publishers,2022.0,544.0,899 Денари,akademska kniga
Cry Wolf,"From the multi-award winning author of The Bridge (BBC) and Marcella (Netflix, ITV) comes a blockbuster new thriller... A DEAD WOLF A DRUG DEAL GONE WRONG A LETHAL FEMALE ASSASSIN Hannah Wester, a detective in the remote northern Swedish town of Haparanda,","Crime & Thriller , Thriller",Hans Rosenfeldt,HarperCollins Publishers,2022.0,384.0,899 Денари,akademska kniga
Cry Wolf,"From the multi-award winning author of The Bridge (BBC) and Marcella (Netflix, ITV) comes a blockbuster new thriller... A DEAD WOLF A DRUG DEAL GONE WRONG A LETHAL FEMALE ASSASSIN Hannah Wester, a detective in the remote northern Swedish town of Haparanda,","Crime & Thriller , Thriller",Hans Rosenfeldt,HarperCollins Publishers,2022.0,384.0,699 Денари,akademska kniga
Who's Lying Now?,"Don't miss the captivating new page-turner from Sunday Times bestselling author Susan Lewis You think you know your neighbours. When Jeannie Symonds vanishes without a trace, her small town is thrown into disarray. You think you know who to trust. Cara Jak","Crime & Thriller , Thriller",Susan Lewis,HarperCollins Publishers,2022.0,496.0,699 Денари,akademska kniga
The Cellist,"Master of international intrigue Daniel Silva follows up his acclaimed #1 New York Times bestsellers The Order, The New Girl, and The Other Woman with this riveting, action-packed tale of espionage and suspense featuring art restorer and spy Gabriel Allon.","Crime & Thriller , Thriller",Daniel Silva,HarperCollins Publishers,2022.0,480.0,499 Денари,akademska kniga
